OBJECTID,LST_2015,LST_2020,NDVI_2015
463,29.86817782230,33.27270000000,0.32690600000
464,29.97733669370,33.99840000000,0.22949100000
465,30.24906454960,34.04430000000,0.11875600000
466,31.28869178520,34.75320000000,0.19907600000
467,30.34471387840,33.61370000000,0.29009600000
468,30.35864949000,33.83760000000,0.29976500000
469,32.51988384000,37.24320000000,0.06116400000
470,31.79716250000,35.98040000000,0.26233100000
471,29.44184689370,32.45550000000,0.35830700000
472,29.51692655920,32.17040000000,0.38545300000
473,31.32160798050,34.29500000000,0.29218700000
474,29.36127882850,31.81980000000,0.39631600000
475,31.21050339410,34.18490000000,0.29450700000
476,28.91016488790,30.86250000000,0.42781800000
477,27.23474963760,28.65090000000,0.48033600000
478,27.36493001580,28.81860000000,0.48725900000
479,26.67070059200,28.26680000000,0.54298900000
480,25.89781988740,25.95980000000,0.51521300000
481,25.81346875050,25.52960000000,0.52916200000
482,24.74951508050,24.40280000000,0.60125700000
483,27.18148154750,28.22940000000,0.54401100000
484,28.86693466730,31.27250000000,0.47408400000
485,27.48752899630,30.05650000000,0.49475700000
486,26.73285932130,28.23760000000,0.54043900000
487,26.34355168260,27.17450000000,0.47871800000
488,24.93615485810,26.45360000000,0.56475800000
489,21.99069321840,24.12930000000,0.79467100000
490,22.30264145960,26.79360000000,0.77522000000
491,24.39417092530,31.68040000000,0.63005900000
492,27.00420844930,31.81180000000,0.44330800000
493,24.23386063240,34.57100000000,0.58978000000
494,24.22316998320,29.18790000000,0.64828000000
495,25.43627462100,30.77960000000,0.60578500000
496,27.32846114160,32.95120000000,0.70968400000
497,28.02432172580,33.52590000000,0.34074800000
498,27.98345171680,33.01140000000,0.45827400000
499,26.36384571610,30.31170000000,0.51186000000
500,27.32438350370,32.65500000000,0.49893200000
501,27.19036780330,29.88660000000,0.42265700000
502,26.39833994470,28.30290000000,0.46693300000
503,25.94752720390,27.60820000000,0.55779500000
504,24.70051346630,26.42420000000,0.51387500000
505,26.63839977110,28.08690000000,0.51283400000
506,29.02348924110,31.08730000000,0.60703600000
507,28.62642925110,30.74670000000,0.48727500000
508,28.62354147940,30.71380000000,0.46616000000
509,30.25911346530,32.21780000000,0.29731200000
510,29.99374552170,31.78610000000,0.39101000000
511,30.23791574470,33.53400000000,0.19409200000
512,28.72176735670,31.94530000000,0.35571800000
513,30.02311017790,33.02020000000,0.32057100000
514,30.86295644720,34.01960000000,0.25448300000
515,29.63793330420,32.37470000000,0.31120200000
516,30.99077962370,33.97640000000,0.26452500000
517,27.88353000000,28.89530000000,0.48455600000
518,26.55813959780,29.97380000000,0.53711900000
519,26.47430593890,30.51590000000,0.60386200000
520,26.41823286560,30.37590000000,0.53107400000
521,27.28195800000,32.08600000000,0.56644300000
522,21.90541300000,30.68070000000,0.74745900000
523,24.54890295830,30.14010000000,0.60771300000
524,23.07078753840,30.92380000000,0.68649700000
525,23.78140977610,26.64250000000,0.67771300000
526,26.23801281950,30.99040000000,0.64428300000
527,25.44187123280,30.76840000000,0.58011300000
528,24.37695090050,28.93710000000,0.67889500000
529,23.17262243610,27.89080000000,0.77831500000
530,28.16993316500,30.79290000000,0.49102500000
531,27.17675902000,29.50370000000,0.52098100000
532,26.84976317990,26.86860000000,0.55637100000
533,28.48693006050,30.94810000000,0.50138500000
534,28.26377248980,30.85290000000,0.47813200000
535,28.18134707950,30.55520000000,0.49481500000
536,28.74616778330,31.63300000000,0.45876300000
537,28.37233486460,31.20900000000,0.46166100000
538,29.24673991580,30.25730000000,0.39712100000
539,29.70825993360,31.63770000000,0.24116500000
540,27.35731442740,31.57860000000,0.14903400000
541,27.50117530180,31.41590000000,0.13114900000
542,29.54094948530,34.13160000000,0.08899100000
543,30.49324941330,33.86010000000,0.31624700000
544,29.46433386740,31.85750000000,0.36668400000
545,31.59776221970,35.01480000000,0.36006800000
546,31.42788378520,34.65810000000,0.26160400000
547,30.98025600000,33.30620000000,0.66399100000
548,25.04657300000,27.75540000000,0.59218000000
549,25.29588015960,29.22030000000,0.52630100000
550,24.79644789320,27.06740000000,0.69025800000
551,28.71328472660,32.34460000000,0.25110200000
552,29.89811258680,34.77320000000,0.37111400000
553,26.36659149400,31.38360000000,0.55130200000
554,22.94713916580,28.64790000000,0.66806900000
555,26.72847870110,25.32860000000,0.54794100000
556,26.31129314720,24.59090000000,0.56561000000
557,27.00945593580,28.38020000000,0.40722500000
558,27.94176253330,30.50690000000,0.50901700000
559,28.05353112110,30.25720000000,0.48172600000
560,27.87513224220,29.45110000000,0.52193400000
561,29.22211418110,31.69590000000,0.41417900000
562,28.81632924530,30.89910000000,0.44774800000
563,29.55612291780,32.25640000000,0.34160100000
564,29.71397925210,33.75650000000,0.14013000000
565,26.76031970060,30.87240000000,0.21465100000
566,30.44884355790,35.44140000000,0.16629600000
567,30.43322482780,33.97070000000,0.16813900000
568,27.61770358840,29.65530000000,0.48393400000
569,28.99768807610,31.69640000000,0.36688800000
570,30.25227742530,34.32800000000,0.37997400000
571,30.07243160680,32.95320000000,0.29640400000
572,25.87231361010,24.76320000000,0.54910000000
573,25.93676732580,24.92900000000,0.54073700000
574,26.99960690430,27.36520000000,0.53400400000
575,27.96603180790,29.99350000000,0.50997400000
576,27.75347441240,30.42170000000,0.51115600000
577,28.89468385580,32.05540000000,0.47276600000
578,29.21199372790,32.87860000000,0.40166700000
